docdb_family_id,earliest_year,office,bloc,family_size,similarity,ai_score,found_by_query,band,era,g06n,cluster,neuro,ml
33545246,2004,US,US,1,0.8457,0.6953,application:epilepsy,A,pre2010,0,33545246,2,0
10664046,1989,GB,EP,3,0.8457,0.6914,application:prosthesis control,A,pre2010,0,10664046,0,0
27541333,2000,US,US,3,0.8359,0.7031,cross:deep brain stimulation|epilepsy,A,pre2010,0,27541333,2,0
43899076,2010,US,US,2,0.832,0.7109,stimulate:cochlear implant,A,2010s,0,43899076,2,0
70165195,2019,WO,WO,2,0.8301,0.6973,stimulate:focused ultrasound,A,2010s,0,70165195,2,0
32478027,2002,DE,EP,1,0.8301,0.7168,cross:MEG|prosthesis control,A,pre2010,0,32478027,2,0
94824310,2025,US,US,2,0.8301,0.6992,cross:vagus nerve|epilepsy,A,2020+,0,94824310,2,0
25052390,1985,US,US,1,0.8301,0.0,stimulate:retinal prosthesis,A,pre2010,0,25052390,2,0
93653736,2024,US,US,8,0.8281,0.6816,application:epilepsy,A,2020+,0,93653736,2,0
25405615,2001,US,US,7,0.8281,0.7109,cross:deep brain stimulation|epilepsy,A,pre2010,0,25405615,2,0
31500070,2003,AU,OTHER,5,0.8281,0.6992,cross:cochlear implant|hearing restoration,A,pre2010,0,31500070,2,0
24986471,1996,US,US,1,0.8281,0.7031,cross:deep brain stimulation|epilepsy,A,pre2010,0,24986471,2,0
46753716,2012,US,US,1,0.8281,0.0,cross:focused ultrasound|chronic pain,A,2010s,0,46753716,,
8101566,2000,AU,OTHER,3,0.8281,0.0,application:prosthesis control,A,pre2010,0,8101566,0,0
61073284,2017,JP,JP,4,0.8262,0.7012,cross:in-ear EEG|sleep staging,A,2010s,0,61073284,2,1
81756068,2020,KR,KR,2,0.8262,0.7031,cross:transcranial current|epilepsy,A,2020+,0,81756068,2,0
86907066,2023,CN,CN,1,0.8262,0.7031,stimulate:cochlear implant,A,2020+,0,86907066,2,0
55858342,2015,WO,WO,3,0.8262,0.7109,cross:peripheral nerve stimulation|prosthesis control,A,2010s,0,55858342,2,1
35124860,2005,WO,WO,4,0.8262,0.7188,cross:scalp EEG electrodes|hearing restoration,A,pre2010,0,35124860,2,0
40913282,2009,US,US,6,0.8262,0.7188,cross:peripheral nerve stimulation|prosthesis control,A,pre2010,0,40913282,2,0
47259912,2012,US,US,2,0.8262,0.707,application:epilepsy,A,2010s,0,47259912,2,0
40222075,2008,US,US,1,0.8242,0.7109,stimulate:cochlear implant,A,pre2010,0,40222075,2,0
43925478,2010,US,US,2,0.8242,0.7285,cross:deep brain stimulation|hearing restoration,A,2010s,0,43925478,1,0
95449202,2024,WO,WO,1,0.8242,0.6836,cross:focused ultrasound|chronic pain,A,2020+,0,95449202,2,1
90609072,2023,AU,OTHER,4,0.8242,0.6895,cross:deep brain stimulation|parkinson,A,2020+,0,90609072,2,0
88195122,2023,WO,WO,2,0.8242,0.7148,stimulate:vagus nerve,A,2020+,0,88195122,2,0
34425944,2004,US,US,2,0.8242,0.6914,cross:vagus nerve|sleep staging,A,pre2010,0,34425944,2,0
93658602,2024,WO,WO,1,0.8242,0.7246,cross:vagus nerve|epilepsy,A,2020+,1,93658602,2,1
45444744,2011,WO,WO,2,0.8242,0.0,stimulate:cochlear implant,A,2010s,0,45444744,2,0
91638745,2024,CN,CN,1,0.8223,0.7441,cross:deep brain stimulation|epilepsy,A,2020+,1,91638745,2,1
44314423,2006,US,US,1,0.8223,0.707,stimulate:cochlear implant,A,pre2010,0,44314423,2,0
91029497,2023,US,US,1,0.8223,0.707,cross:deep brain stimulation|parkinson,A,2020+,0,91029497,2,1
95696106,2024,WO,WO,1,0.8223,0.7207,cross:deep brain stimulation|sleep staging,A,2020+,0,95696106,2,1
94869597,2025,WO,WO,2,0.8223,0.7617,stimulate:vagus nerve,A,2020+,0,94869597,2,0
87522028,2023,EP,EP,4,0.8223,0.7266,cross:vagus nerve|epilepsy,A,2020+,0,87522028,2,0
68841434,2016,US,US,1,0.8223,0.7168,application:prosthesis control,A,2010s,0,68841434,,
51868332,2014,US,US,5,0.8223,0.0,cross:retinal prosthesis|prosthesis control,A,2010s,0,51868332,2,0
26681231,1997,US,US,7,0.8223,0.6914,application:epilepsy,A,pre2010,0,26681231,2,0
92966439,2024,WO,WO,1,0.8223,0.6934,cross:deep brain stimulation|epilepsy,A,2020+,0,92966439,2,1
90031837,2023,CN,CN,1,0.8223,0.6738,cross:focused ultrasound|epilepsy,A,2020+,0,90031837,2,0
54537662,2015,US,US,1,0.8203,0.7129,stimulate:transcranial current,A,2010s,0,54537662,2,0
82406764,2021,US,US,2,0.8203,0.7559,stimulate:deep brain stimulation,A,2020+,0,82406764,2,0
84541836,2022,US,US,1,0.8203,0.7422,cross:transcranial current|hearing restoration,A,2020+,0,84541836,2,0
76464943,2021,CN,CN,1,0.8203,0.7012,stimulate:transcranial current,A,2020+,0,76464943,2,0
57249458,2016,WO,WO,1,0.8203,0.752,cross:ECoG grid|parkinson,A,2010s,0,57249458,2,0
60486717,2016,EP,EP,2,0.8203,0.752,cross:ECoG grid|parkinson,A,2010s,0,60486717,2,0
44588213,2010,US,US,6,0.8203,0.7031,stimulate:cochlear implant,A,2010s,0,44588213,2,0
92501776,2024,WO,WO,1,0.8203,0.6816,cross:optogenetic|chronic pain,A,2020+,0,92501776,2,0
49553888,2013,CN,CN,4,0.8203,0.6895,stimulate:cochlear implant,A,2010s,0,49553888,2,0
45937579,2012,WO,WO,4,0.8203,0.0,stimulate:cochlear implant,A,2010s,0,45937579,2,0
57858689,2016,CN,CN,1,0.8203,0.7266,cross:deep brain stimulation|parkinson,A,2010s,0,57858689,2,1
95948724,2025,CN,CN,1,0.8203,0.6934,cross:deep brain stimulation|epilepsy,A,2020+,0,95948724,2,0
47683583,2013,EP,EP,5,0.8203,0.7109,cross:cochlear implant|prosthesis control,A,2010s,0,47683583,2,0
37704504,2000,EP,EP,1,0.8203,0.0,stimulate:retinal prosthesis,A,pre2010,0,37704504,2,0
74646964,2020,AU,OTHER,14,0.8203,0.6895,application:epilepsy,A,2020+,0,74646964,2,0
92661645,2024,CN,CN,1,0.8184,0.6934,cross:in-ear EEG|epilepsy,A,2020+,0,92661645,2,0
61762246,2017,CN,CN,1,0.8184,0.6934,cross:in-ear EEG|sleep staging,A,2010s,0,61762246,2,0
45992009,2011,JP,JP,4,0.8184,0.7109,cross:transcranial current|epilepsy,A,2010s,0,45992009,2,0
49914635,2012,US,US,2,0.8184,0.7051,cross:transcranial current|attention monitoring,A,2010s,0,49914635,2,0
85667412,2022,CN,CN,1,0.8184,0.7148,cross:deep brain stimulation|sleep staging,A,2020+,0,85667412,2,0
37885224,2006,US,US,1,0.8184,0.7109,cross:deep brain stimulation|epilepsy,A,pre2010,0,37885224,2,0
70032950,2019,CN,CN,1,0.8184,0.7188,stimulate:transcranial current,A,2010s,0,70032950,2,0
26691292,1997,US,US,1,0.8184,0.7012,cross:focused ultrasound|epilepsy,A,pre2010,0,26691292,2,0
53007544,2014,US,US,7,0.8184,0.6758,stimulate:cochlear implant,A,2010s,0,53007544,2,0
55706630,2016,CN,CN,1,0.8184,0.7031,cross:deep brain stimulation|hearing restoration,A,2010s,0,55706630,2,0
42120019,2009,WO,WO,2,0.8184,0.7402,cross:deep brain stimulation|epilepsy,A,pre2010,0,42120019,2,0
44276309,2011,WO,WO,2,0.8184,0.7148,cross:peripheral nerve stimulation|prosthesis control,A,2010s,0,44276309,2,0
52440742,2014,WO,WO,3,0.8184,0.0,cross:deep brain stimulation|prosthesis control,A,2010s,0,52440742,2,0
45527449,2011,US,US,7,0.8184,0.6836,cross:deep brain stimulation|hearing restoration,A,2010s,0,45527449,2,0
44399291,2009,KR,KR,1,0.8184,0.6895,stimulate:deep brain stimulation,A,pre2010,0,44399291,2,0
63712285,2018,US,US,3,0.8184,0.6855,cross:deep brain stimulation|parkinson,A,2010s,0,63712285,2,0
70611336,2019,US,US,2,0.8184,0.7129,cross:deep brain stimulation|sleep staging,A,2010s,0,70611336,2,1
45890406,2011,US,US,1,0.8184,0.7129,stimulate:focused ultrasound,A,2010s,0,45890406,2,0
86282246,2024,WO,WO,1,0.8184,0.7051,cross:spinal cord stimulation|neurorehabilitation,A,2020+,0,86282246,2,0
27030381,1991,US,US,1,0.8184,0.7109,stimulate:vagus nerve,A,pre2010,0,27030381,2,0
70296165,2020,WO,WO,3,0.8184,0.6875,stimulate:cochlear implant,A,2020+,0,70296165,2,0
62019822,2017,US,US,1,0.8184,0.0,cross:retinal prosthesis|prosthesis control,A,2010s,0,62019822,2,0
46301524,2002,US,US,2,0.8184,0.6992,application:epilepsy,A,pre2010,0,46301524,2,0
51062470,2014,WO,WO,2,0.8184,0.707,application:epilepsy,A,2010s,0,51062470,2,0
72045913,2019,US,US,9,0.8184,0.6914,application:epilepsy,A,2010s,1,72045913,2,1
74660724,2020,WO,WO,3,0.8184,0.6875,application:epilepsy,A,2020+,0,74660724,2,0
86875703,2023,CN,CN,1,0.8184,0.6953,cross:transcranial magnetic|epilepsy,A,2020+,1,86875703,2,1
57749918,2016,EP,EP,5,0.8184,0.7109,cross:scalp EEG electrodes|sleep staging,A,2010s,0,57749918,2,0
73740391,2020,US,US,4,0.8164,0.0,cross:in-ear EEG|epilepsy,A,2020+,0,73740391,2,0
43759745,2011,WO,WO,2,0.8164,0.6895,cross:MEG|epilepsy,A,2010s,0,43759745,2,0
27772326,2003,GB,EP,1,0.8164,0.6914,cross:intracortical microelectrode|epilepsy,A,pre2010,0,27772326,2,0
63677130,2018,US,US,4,0.8164,0.7129,cross:transcranial current|epilepsy,A,2010s,1,63677130,2,0
82361333,2022,JP,JP,9,0.8164,0.7461,cross:transcranial current|hearing restoration,A,2020+,0,82361333,2,0
58447308,2016,US,US,1,0.8164,0.6816,cross:deep brain stimulation|chronic pain,A,2010s,0,58447308,2,0
47506472,2012,WO,WO,5,0.8164,0.7188,cross:cochlear implant|speech communication,A,2010s,0,47506472,2,0
41377843,2009,US,US,2,0.8164,0.7227,application:prosthesis control,A,pre2010,0,41377843,2,1
93885383,2024,CN,CN,1,0.8164,0.7188,stimulate:transcranial current,A,2020+,0,93885383,2,0
57601728,2014,US,US,1,0.8164,0.7168,stimulate:cochlear implant,A,2010s,0,57601728,2,0
61902532,2017,US,US,1,0.8164,0.7012,cross:spinal cord stimulation|prosthesis control,A,2010s,0,61902532,2,0
53202085,2013,CN,CN,1,0.8164,0.6934,cross:deep brain stimulation|epilepsy,A,2010s,0,53202085,2,1
86731086,2022,WO,WO,2,0.8164,0.7051,application:chronic pain,A,2020+,0,86731086,2,1
68063601,2014,US,US,1,0.8164,0.7168,cross:transcranial magnetic|epilepsy,A,2010s,0,68063601,2,0
38537856,2006,US,US,2,0.8164,0.7129,stimulate:vagus nerve,A,pre2010,0,38537856,2,0
48875205,2012,US,US,7,0.8164,0.709,stimulate:vagus nerve,A,2010s,0,48875205,2,0
46457942,2012,US,US,12,0.8164,0.6895,cross:spinal cord stimulation|prosthesis control,A,2010s,0,46457942,2,0
25236894,2001,US,US,1,0.8164,0.6641,cross:peripheral nerve stimulation|prosthesis control,A,pre2010,0,25236894,2,0
63853014,2017,TW,OTHER,3,0.8164,0.0,stimulate:cochlear implant,A,2010s,0,63853014,2,0
39887826,2007,US,US,1,0.8164,0.6855,application:epilepsy,A,pre2010,0,39887826,2,0
44587126,2006,US,US,1,0.8164,0.6895,application:epilepsy,A,pre2010,0,44587126,2,0
84390939,2022,US,US,1,0.8164,0.6816,application:epilepsy,A,2020+,0,84390939,2,0
85430153,2023,CN,CN,1,0.8164,0.6777,application:epilepsy,A,2020+,1,85430153,2,0
79735010,2021,CN,CN,1,0.8164,0.6855,cross:focused ultrasound|epilepsy,A,2020+,0,79735010,2,1
31994184,2003,AU,OTHER,3,0.8164,0.6953,cross:scalp EEG electrodes|epilepsy,A,pre2010,0,31994184,2,0
41162146,2008,US,US,5,0.8145,0.7656,stimulate:deep brain stimulation,A,pre2010,0,41162146,1,0
51729599,2013,US,US,1,0.8145,0.7227,stimulate:transcranial current,A,2010s,0,51729599,2,0
95699196,2024,CA,OTHER,1,0.8145,0.7168,cross:peripheral nerve stimulation|anaesthesia depth,A,2020+,0,95699196,1,0
72383669,2020,CN,CN,1,0.8145,0.7227,cross:scalp EEG electrodes|sleep staging,A,2020+,0,72383669,2,1
76820286,2020,RU,OTHER,2,0.8145,0.6914,cross:scalp EEG electrodes|sleep staging,A,2020+,0,76820286,2,1
75382409,2020,US,US,1,0.8145,0.6797,application:epilepsy,A,2020+,0,75382409,2,0
56093333,2014,US,US,1,0.8145,0.6992,stimulate:deep brain stimulation,A,2010s,0,56093333,2,0
46048437,2011,CA,OTHER,3,0.8145,0.6836,cross:peripheral nerve stimulation|prosthesis control,A,2010s,0,46048437,2,0
94818234,2024,WO,WO,1,0.8145,0.6738,stimulate:cochlear implant,A,2020+,0,94818234,2,0
56567663,2016,US,US,6,0.8145,0.6875,cross:in-ear EEG|prosthesis control,A,2010s,0,56567663,2,0
7638612,2000,DE,EP,8,0.8145,0.6914,stimulate:cochlear implant,A,pre2010,0,7638612,2,0
50148695,2013,EP,EP,9,0.8145,0.6699,stimulate:cochlear implant,A,2010s,0,50148695,2,0
91033584,2023,WO,WO,1,0.8145,0.6816,cross:deep brain stimulation|epilepsy,A,2020+,0,91033584,2,0
92660289,2024,CN,CN,1,0.8145,0.7129,cross:in-ear EEG|parkinson,A,2020+,0,92660289,2,1
56075016,2015,WO,WO,2,0.8145,0.668,cross:deep brain stimulation|epilepsy,A,2010s,0,56075016,2,0
46577920,2012,US,US,1,0.8145,0.7129,stimulate:focused ultrasound,A,2010s,0,46577920,2,0
58690754,2016,US,US,1,0.8145,0.6719,cross:deep brain stimulation|epilepsy,A,2010s,0,58690754,2,0
47912097,2011,US,US,2,0.8145,0.6895,stimulate:vagus nerve,A,2010s,0,47912097,2,0
81213634,2022,EP,EP,3,0.8145,0.7012,cross:vagus nerve|prosthesis control,A,2020+,0,81213634,2,0
64736817,2016,US,US,1,0.8145,0.7285,cross:peripheral nerve stimulation|prosthesis control,A,2010s,0,64736817,2,0
25236946,2001,US,US,1,0.8145,0.0,cross:retinal prosthesis|prosthesis control,A,pre2010,0,25236946,2,0
51488611,2014,PL,OTHER,17,0.8145,0.7148,cross:peripheral nerve stimulation|prosthesis control,A,2010s,0,51488611,2,0
47449486,2012,CN,CN,1,0.8145,0.6875,cross:spinal cord stimulation|prosthesis control,A,2010s,0,47449486,0,0
78212029,2021,EP,EP,2,0.8145,0.666,stimulate:cochlear implant,A,2020+,0,78212029,2,0
93465451,2023,US,US,1,0.8145,0.0,stimulate:cochlear implant,A,2020+,0,93465451,2,0
30112947,2002,JP,JP,3,0.8145,0.0,stimulate:retinal prosthesis,A,pre2010,0,30112947,2,0
35810756,2002,US,US,1,0.8145,0.0,stimulate:retinal prosthesis,A,pre2010,0,35810756,2,0
38369715,2006,US,US,2,0.8145,0.0,stimulate:retinal prosthesis,A,pre2010,0,38369715,2,0
39183031,2007,US,US,7,0.8145,0.6699,stimulate:retinal prosthesis,A,pre2010,0,39183031,2,0
78524907,2021,AU,OTHER,8,0.8145,0.7012,cross:retinal prosthesis|epilepsy,A,2020+,0,78524907,2,0
26864058,2000,US,US,1,0.8145,0.6875,application:epilepsy,A,pre2010,0,26864058,2,0
38543981,2007,WO,WO,1,0.8145,0.6836,application:epilepsy,A,pre2010,0,38543981,2,0
78049809,2021,EP,EP,6,0.8145,0.6875,application:epilepsy,A,2020+,0,78049809,2,1
94216340,2024,WO,WO,2,0.8145,0.6914,application:epilepsy,A,2020+,1,94216340,2,0
25288290,2001,US,US,6,0.8145,0.7129,cross:intracortical microelectrode|epilepsy,A,pre2010,0,25288290,2,0
39887827,2007,US,US,1,0.8145,0.6758,cross:transcranial magnetic|epilepsy,A,pre2010,0,39887827,2,0
66634194,2017,US,US,1,0.8145,0.6992,cross:focused ultrasound|epilepsy,A,2010s,1,66634194,2,1
90796794,2022,CN,CN,1,0.8145,0.6992,cross:focused ultrasound|epilepsy,A,2020+,0,90796794,2,1
56936872,2016,GB,EP,4,0.8145,0.6953,cross:optogenetic|epilepsy,A,2010s,0,56936872,2,0
49512668,2013,JP,JP,3,0.8125,0.7031,cross:scalp EEG electrodes|epilepsy,A,2010s,0,49512668,2,0
95435127,2025,CN,CN,1,0.8125,0.7305,cross:in-ear EEG|parkinson,A,2020+,0,95435127,2,0
87536304,2023,CN,CN,1,0.8125,0.7129,stimulate:transcranial current,A,2020+,0,87536304,2,0
46554439,2012,CN,CN,1,0.8125,0.7031,cross:in-ear EEG|epilepsy,A,2010s,0,46554439,2,1
24233198,2000,US,US,2,0.8125,0.7129,cross:MEG|epilepsy,A,pre2010,0,24233198,2,0
40229078,2008,EP,EP,3,0.8125,0.6992,cross:intracortical microelectrode|epilepsy,A,pre2010,0,40229078,2,0
26824040,2001,US,US,2,0.8125,0.6973,stimulate:retinal prosthesis,A,pre2010,0,26824040,2,0
75491549,2018,US,US,1,0.8125,0.7285,cross:in-ear EEG|hearing restoration,A,2010s,0,75491549,2,0
40845197,2008,US,US,1,0.8125,0.7344,cross:transcranial current|prosthesis control,A,pre2010,0,40845197,2,0
93122604,2024,US,US,1,0.8125,0.7188,cross:focused ultrasound|chronic pain,A,2020+,0,93122604,2,0
74868149,2019,US,US,1,0.8125,0.7266,cross:transcranial magnetic|sleep staging,A,2010s,0,74868149,2,0
40579859,2008,EP,EP,3,0.8125,0.7129,application:epilepsy,A,pre2010,0,40579859,2,0
39854447,2007,US,US,1,0.8125,0.0,cross:focused ultrasound|chronic pain,A,pre2010,0,39854447,2,0
40913507,2009,CA,OTHER,5,0.8125,0.6992,cross:scalp EEG electrodes|chronic pain,A,pre2010,0,40913507,2,0
25236896,2001,US,US,1,0.8125,0.6855,cross:peripheral nerve stimulation|prosthesis control,A,pre2010,0,25236896,2,0
45554808,2012,US,US,4,0.8125,0.7129,cross:deep brain stimulation|hearing restoration,A,2010s,0,45554808,,
51870224,2007,US,US,1,0.8125,0.6934,cross:deep brain stimulation|parkinson,A,pre2010,0,51870224,2,0
88778921,2023,WO,WO,1,0.8125,0.0,cross:ECoG grid|chronic pain,A,2020+,0,88778921,2,0
24986124,1996,US,US,1,0.8125,0.7031,cross:deep brain stimulation|epilepsy,A,pre2010,0,24986124,2,0
96058442,2024,WO,WO,1,0.8125,0.668,cross:focused ultrasound|epilepsy,A,2020+,0,96058442,2,0
44504457,2011,AU,OTHER,6,0.8125,0.7246,stimulate:vagus nerve,A,2010s,0,44504457,2,0
92675504,2024,WO,WO,1,0.8125,0.6914,cross:vagus nerve|epilepsy,A,2020+,0,92675504,2,1
26910943,2001,US,US,1,0.8125,0.6699,cross:spinal cord stimulation|prosthesis control,A,pre2010,0,26910943,2,0
70857223,2019,RU,OTHER,7,0.8125,0.6699,cross:spinal cord stimulation|prosthesis control,A,2010s,0,70857223,2,0
51165633,2014,US,US,3,0.8125,0.7109,cross:transcranial current|prosthesis control,A,2010s,0,51165633,2,0
51945952,2014,US,US,4,0.8125,0.666,cross:retinal prosthesis|prosthesis control,A,2010s,0,51945952,2,0
61240272,2016,US,US,3,0.8125,0.6895,stimulate:cochlear implant,A,2010s,0,61240272,2,0
89599551,2023,CN,CN,1,0.8125,0.0,stimulate:cochlear implant,A,2020+,0,89599551,2,0
53272479,2014,US,US,5,0.8125,0.7148,cross:cochlear implant|hearing restoration,A,2010s,0,53272479,2,0
38754773,2007,US,US,4,0.8125,0.0,stimulate:retinal prosthesis,A,pre2010,0,38754773,2,0
39473543,1999,CA,OTHER,1,0.8125,0.0,stimulate:retinal prosthesis,A,pre2010,0,39473543,2,0
39563118,2007,WO,WO,2,0.8125,0.7031,cross:retinal prosthesis|speech communication,A,pre2010,0,39563118,2,0
62709764,2017,WO,WO,2,0.8125,0.6855,cross:focused ultrasound|chronic pain,A,2010s,0,62709764,2,0
26793444,1999,EP,EP,4,0.8125,0.6973,application:epilepsy,A,pre2010,0,26793444,2,1
38190823,2006,US,US,3,0.8125,0.7207,application:epilepsy,A,pre2010,0,38190823,2,0
49043222,2012,TW,OTHER,2,0.8125,0.7012,application:epilepsy,A,2010s,0,49043222,2,1
89245511,2023,CN,CN,1,0.8125,0.7109,cross:scalp EEG electrodes|epilepsy,A,2020+,1,89245511,2,1
80832958,2022,CN,CN,1,0.8125,0.6953,cross:ECoG grid|parkinson,A,2020+,0,80832958,2,1
91074873,2022,KR,KR,1,0.8125,0.7031,application:sleep staging,A,2020+,1,91074873,,
23617165,1999,US,US,1,0.8125,0.7012,cross:retinal prosthesis|attention monitoring,A,pre2010,0,23617165,,
69342608,2018,CN,CN,1,0.8105,0.6855,cross:in-ear EEG|epilepsy,A,2010s,0,69342608,2,0
56297506,2016,GB,EP,1,0.8105,0.6836,cross:in-ear EEG|hearing restoration,A,2010s,0,56297506,2,0
89045442,2023,CN,CN,1,0.8105,0.6953,cross:scalp EEG electrodes|sleep staging,A,2020+,0,89045442,2,1
56552668,2014,US,US,1,0.8105,0.7344,application:epilepsy,A,2010s,0,56552668,0,0
42731282,2009,US,US,9,0.8105,0.709,cross:retinal prosthesis|epilepsy,A,pre2010,0,42731282,2,0
48524549,2012,US,US,1,0.8105,0.6895,record:implanted neural probe,A,2010s,0,48524549,2,0
83007441,2022,US,US,2,0.8105,0.7012,cross:deep brain stimulation|parkinson,A,2020+,0,83007441,2,0
49301098,2013,AU,OTHER,7,0.8105,0.6699,stimulate:deep brain stimulation,A,2010s,0,49301098,2,0
54936256,2015,EP,EP,5,0.8105,0.6758,cross:deep brain stimulation|chronic pain,A,2010s,0,54936256,2,0
41505856,2009,US,US,2,0.8105,0.7109,stimulate:deep brain stimulation,A,pre2010,0,41505856,2,0
69949782,2019,EP,EP,6,0.8105,0.7266,cross:peripheral nerve stimulation|epilepsy,A,2010s,0,69949782,2,0
69044012,2019,CN,CN,1,0.8105,0.6914,cross:cochlear implant|epilepsy,A,2010s,0,69044012,2,0
25460099,1978,US,US,1,0.8105,0.6992,cross:in-ear EEG|hearing restoration,A,pre2010,0,25460099,2,0
67903762,2018,US,US,1,0.8105,0.7109,cross:transcranial current|epilepsy,A,2010s,0,67903762,2,1
48626681,2013,EP,EP,9,0.8105,0.0,stimulate:cochlear implant,A,2010s,0,48626681,2,0
93632292,2024,CN,CN,1,0.8105,0.6973,stimulate:deep brain stimulation,A,2020+,0,93632292,2,0
85172622,2022,EP,EP,3,0.8105,0.7363,cross:deep brain stimulation|parkinson,A,2020+,0,85172622,2,0
25439039,2001,US,US,5,0.8105,0.6855,cross:vagus nerve|depression,A,pre2010,0,25439039,2,0
34382271,2004,US,US,1,0.8105,0.707,cross:peripheral nerve stimulation|epilepsy,A,pre2010,0,34382271,2,0
55872456,2016,CN,CN,2,0.8105,0.7266,cross:vagus nerve|epilepsy,A,2010s,0,55872456,2,0
39200961,2007,WO,WO,1,0.8105,0.0,cross:deep brain stimulation|depression,A,pre2010,0,39200961,2,0
56693299,2016,US,US,2,0.8105,0.6953,cross:focused ultrasound|epilepsy,A,2010s,0,56693299,2,0
39876295,2008,JP,JP,13,0.8105,0.7227,stimulate:vagus nerve,A,pre2010,0,39876295,2,0
24168111,2000,US,US,4,0.8105,0.6953,cross:peripheral nerve stimulation|epilepsy,A,pre2010,0,24168111,2,0
62775313,2018,CN,CN,1,0.8105,0.6758,cross:spinal cord stimulation|prosthesis control,A,2010s,0,62775313,2,0
77177215,2020,KR,KR,2,0.8105,0.709,cross:transcranial current|parkinson,A,2020+,0,77177215,2,0
94820881,2025,US,US,2,0.8105,0.7188,cross:vagus nerve|epilepsy,A,2020+,0,94820881,2,1
91194765,2023,WO,WO,1,0.8105,0.6992,cross:spinal cord stimulation|prosthesis control,A,2020+,0,91194765,2,0
58557733,2016,WO,WO,2,0.8105,0.7109,cross:spinal cord stimulation|prosthesis control,A,2010s,0,58557733,1,0
22818905,1980,US,US,1,0.8105,0.6895,stimulate:cochlear implant,A,pre2010,0,22818905,2,0
78957592,2020,US,US,5,0.8105,0.6758,stimulate:cochlear implant,A,2020+,0,78957592,2,0
25642438,1981,CA,OTHER,5,0.8105,0.7246,cross:cochlear implant|speech communication,A,pre2010,0,25642438,2,0
53054386,2015,AU,OTHER,1,0.8105,0.668,cross:retinal prosthesis|anaesthesia depth,A,2010s,0,53054386,2,0
24480167,1996,US,US,3,0.8105,0.6914,application:epilepsy,A,pre2010,0,24480167,2,0
42285793,2009,US,US,3,0.8105,0.7109,application:epilepsy,A,pre2010,0,42285793,2,1
71546176,2020,CN,CN,1,0.8105,0.6992,application:epilepsy,A,2020+,0,71546176,2,0
78390188,2021,CN,CN,1,0.8105,0.6797,application:epilepsy,A,2020+,0,78390188,2,1
38924810,2007,WO,WO,1,0.8105,0.6758,cross:transcranial current|epilepsy,A,pre2010,0,38924810,2,0
82848672,2013,MY,OTHER,1,0.8105,0.6973,cross:scalp EEG electrodes|epilepsy,A,2010s,0,82848672,2,0
24784589,2000,US,US,9,0.8105,0.6875,cross:focused ultrasound|epilepsy,A,pre2010,0,24784589,2,1
60785301,2017,JP,JP,4,0.8105,0.6992,cross:focused ultrasound|epilepsy,A,2010s,0,60785301,2,0
37895039,2006,US,US,1,0.8105,0.6797,cross:focused ultrasound|epilepsy,A,pre2010,0,37895039,2,0
63515659,2018,CN,CN,1,0.8105,0.7051,cross:deep brain stimulation|epilepsy,A,2010s,0,63515659,2,1
77490373,2021,US,US,2,0.8086,0.7168,cross:MEG|epilepsy,A,2020+,0,77490373,2,0
67139248,2019,US,US,3,0.8086,0.7051,record:in-ear EEG,A,2010s,0,67139248,2,0
55090130,2015,CN,CN,1,0.8086,0.6953,cross:scalp EEG electrodes|epilepsy,A,2010s,0,55090130,2,0
72970247,2020,CN,CN,1,0.8086,0.6797,cross:in-ear EEG|epilepsy,A,2020+,0,72970247,2,0
91585083,2023,US,US,1,0.8086,0.6875,cross:in-ear EEG|epilepsy,A,2020+,0,91585083,2,0
41327341,2009,WO,WO,12,0.8086,0.0,cross:in-ear EEG|prosthesis control,A,pre2010,0,41327341,2,0
36228346,2005,US,US,4,0.8086,0.7461,cross:peripheral nerve recording|anaesthesia depth,A,pre2010,0,36228346,2,0
54009623,2015,US,US,3,0.8086,0.6895,cross:cochlear implant|epilepsy,A,2010s,0,54009623,2,0
40044018,2008,CN,CN,6,0.8086,0.0,cross:scalp EEG electrodes|epilepsy,A,pre2010,0,40044018,2,0
34580206,2003,CN,CN,2,0.8086,0.6992,cross:transcranial current|epilepsy,A,pre2010,0,34580206,2,0
39244466,2006,US,US,3,0.8086,0.6895,cross:scalp EEG electrodes|sleep staging,A,pre2010,0,39244466,2,0
52991340,2015,AU,OTHER,2,0.8086,0.707,cross:scalp EEG electrodes|epilepsy,A,2010s,0,52991340,0,0
55216847,2015,US,US,5,0.8086,0.7246,cross:transcranial current|epilepsy,A,2010s,0,55216847,2,0
69118682,2018,CN,CN,1,0.8086,0.0,cross:in-ear EEG|epilepsy,A,2010s,0,69118682,2,0
24061268,2000,US,US,1,0.8086,0.7422,cross:retinal prosthesis|epilepsy,A,pre2010,0,24061268,0,1
26889609,1994,US,US,2,0.8086,0.7051,stimulate:cochlear implant,A,pre2010,0,26889609,2,0
34575359,2004,US,US,1,0.8086,0.0,cross:MEG|epilepsy,A,pre2010,0,34575359,2,0
33551881,2004,WO,WO,7,0.8086,0.7109,application:prosthesis control,A,pre2010,0,33551881,2,0
58349533,2016,CN,CN,1,0.8086,0.7031,cross:deep brain stimulation|sleep staging,A,2010s,0,58349533,2,1
70190229,2020,WO,WO,2,0.8086,0.7012,stimulate:deep brain stimulation,A,2020+,0,70190229,2,0
