docdb_family_id,earliest_year,office,bloc,family_size,similarity,ai_score,found_by_query,band,era,g06n,cluster,neuro,ml
53797914,2015,US,US,1,0.7617,0.6895,cross:MEG|parkinson,C,2010s,0,54768744,0,0
89555789,2022,CN,CN,1,0.7617,0.0,cross:optogenetic|parkinson,C,2020+,0,55528255,,
95592610,2025,CN,CN,1,0.7617,0.7109,cross:transcranial current|parkinson,C,2020+,1,69180762,2,1
54768744,2015,US,US,1,0.7617,0.6895,cross:deep brain stimulation|parkinson,C,2010s,0,65630100,2,1
55528255,2014,JP,JP,1,0.7617,0.6875,cross:peripheral nerve stimulation|prosthesis control,C,2010s,0,51537741,2,0
69180762,2019,WO,WO,5,0.7617,0.6914,cross:retinal prosthesis|attention monitoring,C,2010s,0,34993358,0,0
65630100,2018,US,US,1,0.7617,0.707,cross:transcranial current|attention monitoring,C,2010s,0,78585019,2,1
51537741,2014,WO,WO,1,0.7617,0.7305,application:depression,C,2010s,0,66338595,,
34993358,2005,TW,OTHER,21,0.7617,0.6777,cross:transcranial magnetic|depression,C,pre2010,0,51527880,,
78585019,2021,CN,CN,1,0.7617,0.0,cross:fMRI|depression,C,2020+,0,48095737,,
66338595,2017,JP,JP,1,0.7617,0.7422,cross:scalp EEG electrodes|depression,C,2010s,0,38535950,2,1
51527880,2014,US,US,2,0.7617,0.6934,cross:optogenetic|depression,C,2010s,0,93350705,2,0
48095737,2014,WO,WO,1,0.7617,0.6895,cross:ECoG grid|depression,C,2010s,0,94233926,,
38535950,2007,WO,WO,1,0.7617,0.6816,cross:deep brain stimulation|depression,C,pre2010,0,70854392,2,0
93350705,2024,CN,CN,1,0.7617,0.0,cross:ECoG grid|depression,C,2020+,0,22328892,2,0
94233926,2024,CN,CN,1,0.7617,0.6855,cross:dry electrode headset|depression,C,2020+,0,6487520,2,0
70854392,2019,US,US,3,0.7617,0.6953,cross:deep brain stimulation|epilepsy,C,2010s,0,22826041,2,0
22328892,1999,AU,OTHER,2,0.7617,0.666,cross:retinal prosthesis|chronic pain,C,pre2010,0,54869098,2,0
6487520,1993,DE,EP,4,0.7617,0.0,cross:cochlear implant|chronic pain,C,pre2010,0,59561051,,
22826041,2001,AU,OTHER,2,0.7617,0.0,cross:deep brain stimulation|chronic pain,C,pre2010,0,62488741,0,0
54869098,2014,US,US,1,0.7617,0.0,cross:peripheral nerve stimulation|chronic pain,C,2010s,0,75340064,,
59561051,2015,US,US,1,0.7617,0.6797,cross:cochlear implant|chronic pain,C,2010s,0,46799080,2,0
62488741,2017,US,US,2,0.7617,0.6797,cross:cochlear implant|chronic pain,C,2010s,0,65634388,2,0
75340064,2021,IT,OTHER,2,0.7617,0.7168,cross:MEG|chronic pain,C,2020+,0,94869634,,
46799080,2011,US,US,2,0.7617,0.6816,cross:peripheral nerve recording|chronic pain,C,2010s,0,33479689,2,0
65634388,2018,NZ,OTHER,10,0.7617,0.0,cross:retinal prosthesis|chronic pain,C,2010s,0,35428364,,
94869634,2025,US,US,2,0.7617,0.7051,cross:ECoG grid|chronic pain,C,2020+,0,35449945,2,0
33479689,2003,WO,WO,2,0.7617,0.0,cross:transcranial current|chronic pain,C,pre2010,0,49236018,,
35428364,2005,CA,OTHER,14,0.7617,0.0,cross:peripheral nerve stimulation|chronic pain,C,pre2010,0,92548035,,
35449945,2004,US,US,1,0.7617,0.707,cross:scalp EEG electrodes|chronic pain,C,pre2010,0,53011441,,
49236018,2013,US,US,14,0.7617,0.6816,cross:spinal cord stimulation|chronic pain,C,2010s,0,53021772,2,0
92548035,2024,CN,CN,1,0.7617,0.6699,cross:transcranial magnetic|chronic pain,C,2020+,0,68613851,2,0
53011441,2013,JP,JP,1,0.7617,0.0,cross:in-ear EEG|chronic pain,C,2010s,0,87565177,2,0
53021772,2013,KR,KR,1,0.7617,0.0,cross:peripheral nerve stimulation|chronic pain,C,2010s,0,34964546,,
68613851,2019,US,US,2,0.7617,0.0,cross:fMRI|chronic pain,C,2010s,0,77126913,,
87565177,2023,US,US,4,0.7617,0.6777,cross:peripheral nerve recording|chronic pain,C,2020+,0,35944210,2,0
34964546,2005,MX,OTHER,7,0.7617,0.0,cross:transcranial current|chronic pain,C,pre2010,0,57201619,,
77126913,2022,WO,WO,2,0.7617,0.0,cross:transcranial current|chronic pain,C,2020+,0,79233078,,
35944210,2004,US,US,2,0.7617,0.0,cross:spinal cord stimulation|chronic pain,C,pre2010,0,51581456,,
57201619,2016,CN,CN,1,0.7617,0.0,cross:intracortical microelectrode|chronic pain,C,2010s,0,37420789,2,0
79233078,2021,CN,CN,5,0.7617,0.6758,cross:peripheral nerve stimulation|attention monitoring,C,2020+,0,42398354,2,0
51581456,2014,WO,WO,1,0.7617,0.0,cross:implanted neural probe|chronic pain,C,2010s,0,48306983,2,0
37420789,2006,EP,EP,1,0.7617,0.0,cross:peripheral nerve stimulation|chronic pain,C,pre2010,0,78292297,2,0
42398354,2009,US,US,1,0.7617,0.0,cross:optogenetic|chronic pain,C,pre2010,0,93566660,2,0
48306983,1995,JO,OTHER,1,0.7617,0.668,cross:peripheral nerve stimulation|chronic pain,C,pre2010,0,93289261,2,0
78292297,2020,US,US,1,0.7617,0.0,cross:optogenetic|chronic pain,C,2020+,0,6149832,,
93566660,2024,US,US,2,0.7617,0.6855,cross:in-ear EEG|prosthesis control,C,2020+,0,74568585,2,0
93289261,2024,US,US,2,0.7617,0.6738,cross:peripheral nerve recording|chronic pain,C,2020+,0,93601098,2,0
6149832,1981,DE,EP,1,0.7617,0.6719,cross:peripheral nerve stimulation|chronic pain,C,pre2010,0,62842095,2,0
74568585,2019,US,US,1,0.7617,0.0,cross:MEG|chronic pain,C,2010s,0,68409377,2,0
93601098,2023,CN,CN,1,0.7617,0.0,cross:in-ear EEG|chronic pain,C,2020+,0,70874821,2,0
62842095,2018,US,US,5,0.7617,0.0,application:sleep staging,C,2010s,0,79472492,,
68409377,2019,CN,CN,1,0.7617,0.6836,application:sleep staging,C,2010s,0,80383714,,
70874821,2020,CN,CN,1,0.7617,0.6914,application:sleep staging,C,2020+,0,82163538,,
79472492,2021,CN,CN,1,0.7617,0.0,application:sleep staging,C,2020+,0,84103112,2,1
80383714,2021,CN,CN,1,0.7617,0.6914,application:sleep staging,C,2020+,0,85373417,2,1
82163538,2022,WO,WO,5,0.7617,0.0,application:sleep staging,C,2020+,0,92815604,2,1
84103112,2022,US,US,1,0.7617,0.0,application:sleep staging,C,2020+,0,95463903,,
85373417,2022,CN,CN,1,0.7617,0.6875,application:sleep staging,C,2020+,1,95951953,,
92815604,2024,CN,CN,1,0.7617,0.0,application:sleep staging,C,2020+,1,70609817,,
95463903,2024,CN,CN,1,0.7617,0.6914,application:sleep staging,C,2020+,1,91611654,2,1
95951953,2025,CN,CN,1,0.7617,0.0,application:sleep staging,C,2020+,0,69190605,,
70609817,2020,JP,JP,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,18815700,,
91611654,2022,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,36074858,0,0
69190605,2020,EP,EP,1,0.7617,0.7031,cross:MEG|sleep staging,C,2020+,0,44788735,2,1
18815700,2000,JP,JP,1,0.7617,0.6816,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,63075387,,
36074858,2005,US,US,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,71485443,,
44788735,2010,US,US,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,83482207,2,0
63075387,2018,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,71198849,,
71485443,2020,CN,CN,1,0.7617,0.6816,cross:scalp EEG electrodes|sleep staging,C,2020+,0,82156280,0,1
83482207,2022,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,89292352,2,0
71198849,2020,CN,CN,1,0.7617,0.6914,cross:fNIRS|sleep staging,C,2020+,0,40591147,,
82156280,2021,US,US,1,0.7617,0.0,cross:implanted neural probe|sleep staging,C,2020+,0,42109212,,
89292352,2023,CN,CN,1,0.7617,0.0,cross:MEG|sleep staging,C,2020+,0,47506535,2,1
40591147,2007,JP,JP,2,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,59974870,2,0
42109212,2009,US,US,6,0.7617,0.7168,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,60685818,2,1
47506535,2012,US,US,4,0.7617,0.0,cross:scalp EEG electrodes|attention monitoring,C,2010s,0,73901170,,
59974870,2016,US,US,7,0.7617,0.6895,cross:scalp EEG electrodes|sleep staging,C,2010s,0,92936367,,
60685818,2016,JP,JP,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,95396195,0,0
73901170,2019,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,67298351,0,0
92936367,2024,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,75870680,2,1
95396195,2023,KR,KR,2,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,78420710,,
67298351,2019,US,US,1,0.7617,0.6992,cross:deep brain stimulation|sleep staging,C,2010s,0,80855285,0,0
75870680,2021,US,US,6,0.7617,0.6836,cross:transcranial current|sleep staging,C,2020+,0,13293096,,
78420710,2021,CN,CN,1,0.7617,0.0,cross:MEG|sleep staging,C,2020+,0,36927506,2,1
80855285,2019,US,US,2,0.7617,0.7383,cross:deep brain stimulation|sleep staging,C,2010s,0,62081476,2,0
13293096,1988,JP,JP,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,64104308,2,0
36927506,2006,WO,WO,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,65271432,,
62081476,2016,KR,KR,1,0.7617,0.6934,cross:scalp EEG electrodes|sleep staging,C,2010s,0,75361198,2,1
64104308,2017,CN,CN,4,0.7617,0.7012,cross:scalp EEG electrodes|sleep staging,C,2010s,0,75807677,2,0
65271432,2018,JP,JP,2,0.7617,0.7168,cross:scalp EEG electrodes|sleep staging,C,2010s,0,86256631,,
75361198,2020,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,86286558,2,0
75807677,2020,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,94661565,,
86256631,2021,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,94661839,0,0
86286558,2023,US,US,2,0.7617,0.6973,cross:scalp EEG electrodes|sleep staging,C,2020+,0,64105041,,
94661565,2023,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,1,67299628,,
94661839,2023,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,1,83201860,,
64105041,2018,WO,WO,1,0.7617,0.707,cross:MEG|sleep staging,C,2010s,0,16041895,0,0
67299628,2019,WO,WO,6,0.7617,0.6914,cross:implanted neural probe|sleep staging,C,2010s,0,24298372,,
83201860,2022,CN,CN,1,0.7617,0.6953,cross:MEG|sleep staging,C,2020+,0,40676447,2,1
16041895,1995,JP,JP,1,0.7617,0.6816,cross:retinal prosthesis|sleep staging,C,pre2010,0,51062459,2,0
24298372,1984,US,US,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,51588029,,
40676447,2007,US,US,1,0.7617,0.6855,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,55642710,2,0
51062459,2014,JP,JP,9,0.7617,0.6855,cross:scalp EEG electrodes|sleep staging,C,2010s,0,57081401,,
51588029,2010,US,US,2,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,63106978,,
55642710,2015,IT,OTHER,2,0.7617,0.6855,cross:scalp EEG electrodes|sleep staging,C,2010s,0,63531627,,
57081401,2016,CN,CN,2,0.7617,0.6895,cross:scalp EEG electrodes|sleep staging,C,2010s,0,72009341,2,0
63106978,2017,WO,WO,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,75747022,,
63531627,2018,CN,CN,1,0.7617,0.6895,cross:scalp EEG electrodes|sleep staging,C,2010s,0,35694955,2,0
72009341,2019,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,49225478,,
75747022,2021,WO,WO,3,0.7617,0.6855,cross:scalp EEG electrodes|sleep staging,C,2020+,0,53264064,,
35694955,2003,US,US,4,0.7617,0.0,application:attention monitoring,C,pre2010,0,76502794,,
49225478,2012,TW,OTHER,1,0.7617,0.0,cross:fMRI|sleep staging,C,2010s,0,83438002,,
53264064,2013,US,US,1,0.7617,0.0,cross:cochlear implant|sleep staging,C,2010s,0,88226491,,
76502794,2020,US,US,2,0.7617,0.0,cross:deep brain stimulation|sleep staging,C,2020+,0,89207344,0,0
83438002,2022,TW,OTHER,1,0.7617,0.6797,cross:peripheral nerve recording|sleep staging,C,2020+,0,18016505,0,0
88226491,2023,CN,CN,1,0.7617,0.6836,cross:vagus nerve|sleep staging,C,2020+,1,50639820,2,1
89207344,2023,CN,CN,1,0.7617,0.707,cross:deep brain stimulation|sleep staging,C,2020+,0,57840084,0,0
18016505,1999,JP,JP,1,0.7617,0.0,cross:scalp EEG electrodes|attention monitoring,C,pre2010,0,59545279,2,0
50639820,2014,CN,CN,5,0.7617,0.6816,cross:scalp EEG electrodes|attention monitoring,C,2010s,0,61016797,0,0
57840084,2016,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,68063895,0,0
59545279,2017,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,70621314,0,0
61016797,2017,EP,EP,7,0.7617,0.6816,cross:scalp EEG electrodes|sleep staging,C,2010s,0,73226074,,
68063895,2016,US,US,10,0.7617,0.6973,cross:scalp EEG electrodes|sleep staging,C,2010s,0,74330999,,
70621314,2020,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,82323684,,
73226074,2020,CN,CN,1,0.7617,0.6973,cross:scalp EEG electrodes|sleep staging,C,2020+,0,67847703,,
74330999,2020,CN,CN,1,0.7617,0.0,cross:focused ultrasound|sleep staging,C,2020+,0,43448798,0,0
82323684,2019,US,US,6,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,43518986,,
67847703,2019,WO,WO,4,0.7617,0.0,cross:fNIRS|sleep staging,C,2010s,0,56093170,,
43448798,2010,NZ,OTHER,22,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,57350181,,
43518986,2009,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,70003480,2,0
56093170,2014,KR,KR,2,0.7617,0.6816,cross:retinal prosthesis|sleep staging,C,2010s,0,90693131,0,0
57350181,2016,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,42089511,,
70003480,2018,KR,KR,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,46235293,2,0
90693131,2023,CN,CN,1,0.7617,0.6973,cross:scalp EEG electrodes|sleep staging,C,2020+,0,85200317,,
42089511,2008,KR,KR,2,0.7617,0.0,cross:implanted neural probe|sleep staging,C,pre2010,0,90300307,0,0
46235293,2010,TW,OTHER,2,0.7617,0.0,cross:deep brain stimulation|sleep staging,C,2010s,0,92277857,2,0
85200317,2022,WO,WO,3,0.7617,0.7227,cross:deep brain stimulation|sleep staging,C,2020+,0,95878224,0,0
90300307,2022,JP,JP,1,0.7617,0.0,cross:MEG|sleep staging,C,2020+,0,39783438,2,0
92277857,2024,CN,CN,1,0.7617,0.6953,cross:transcranial current|sleep staging,C,2020+,1,55081404,2,1
95878224,2025,CN,CN,1,0.7617,0.7148,cross:MEG|sleep staging,C,2020+,1,55851236,2,1
39783438,2007,JP,JP,1,0.7617,0.0,cross:dry electrode headset|sleep staging,C,pre2010,0,76695708,,
55081404,2014,KR,KR,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,85658335,,
55851236,2015,US,US,1,0.7617,0.0,cross:dry electrode headset|sleep staging,C,2010s,0,87427194,0,0
76695708,2021,US,US,5,0.7617,0.6934,cross:focused ultrasound|sleep staging,C,2020+,0,87789141,,
85658335,2023,CN,CN,1,0.7617,0.0,cross:dry electrode headset|sleep staging,C,2020+,0,14459536,2,0
87427194,2022,KR,KR,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2020+,0,63516533,,
87789141,2023,CN,CN,2,0.7617,0.668,cross:scalp EEG electrodes|sleep staging,C,2020+,0,78092169,2,1
14459536,1975,JP,JP,1,0.7617,0.7227,application:attention monitoring,C,pre2010,0,89843675,,
63516533,2018,CN,CN,1,0.7617,0.0,cross:transcranial current|sleep staging,C,2010s,0,9437316,2,0
78092169,2021,CN,CN,1,0.7617,0.6836,cross:transcranial magnetic|sleep staging,C,2020+,0,22817333,2,0
89843675,2023,WO,WO,2,0.7617,0.6855,cross:deep brain stimulation|sleep staging,C,2020+,0,48153736,,
9437316,1992,FR,EP,1,0.7617,0.0,cross:retinal prosthesis|sleep staging,C,pre2010,0,48713873,0,0
22817333,1972,US,US,1,0.7617,0.0,cross:retinal prosthesis|sleep staging,C,pre2010,0,95733339,,
48153736,2012,CN,CN,1,0.7617,0.709,cross:retinal prosthesis|sleep staging,C,2010s,0,41218341,2,0
48713873,2012,TW,OTHER,3,0.7617,0.6895,cross:scalp EEG electrodes|attention monitoring,C,2010s,0,62145226,0,0
95733339,2025,CN,CN,1,0.7617,0.6855,cross:scalp EEG electrodes|sleep staging,C,2020+,0,68236765,2,0
41218341,2009,CN,CN,1,0.7617,0.6914,cross:MEG|sleep staging,C,pre2010,0,89673773,2,0
62145226,2016,WO,WO,2,0.7617,0.6758,cross:in-ear EEG|sleep staging,C,2010s,0,94621323,,
68236765,2019,US,US,2,0.7617,0.707,cross:deep brain stimulation|sleep staging,C,2010s,0,95897456,2,1
89673773,2023,CN,CN,1,0.7617,0.0,cross:transcranial current|sleep staging,C,2020+,1,42170781,2,1
94621323,2024,CN,CN,1,0.7617,0.6836,cross:in-ear EEG|sleep staging,C,2020+,0,47515094,2,0
95897456,2024,WO,WO,1,0.7617,0.6836,cross:deep brain stimulation|sleep staging,C,2020+,1,62951679,0,0
42170781,2009,CA,OTHER,11,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,pre2010,0,77256465,0,0
47515094,2011,KR,KR,1,0.7617,0.0,cross:peripheral nerve stimulation|sleep staging,C,2010s,0,79291605,,
62951679,2017,TW,OTHER,1,0.7617,0.0,cross:scalp EEG electrodes|sleep staging,C,2010s,0,80951368,,
77256465,2020,CN,CN,1,0.7617,0.0,cross:peripheral nerve stimulation|sleep staging,C,2020+,0,7857572,2,0
79291605,2020,US,US,1,0.7617,0.7051,cross:retinal prosthesis|sleep staging,C,2020+,0,71069677,2,0
80951368,2021,CN,CN,3,0.7617,0.6836,cross:peripheral nerve stimulation|sleep staging,C,2020+,0,93298210,2,0
7857572,1998,DE,EP,1,0.7617,0.6934,application:anaesthesia depth,C,pre2010,0,40030929,,
71069677,2020,EP,EP,4,0.7617,0.0,application:anaesthesia depth,C,2020+,0,95853457,2,0
93298210,2024,CN,CN,1,0.7617,0.0,application:anaesthesia depth,C,2020+,0,71915865,2,0
40030929,2007,US,US,3,0.7617,0.7012,cross:in-ear EEG|anaesthesia depth,C,pre2010,0,32523923,,
95853457,2025,CN,CN,1,0.7617,0.6875,cross:peripheral nerve recording|anaesthesia depth,C,2020+,1,94260399,2,0
71915865,2019,CN,CN,1,0.7617,0.0,cross:in-ear EEG|anaesthesia depth,C,2010s,0,86335186,,
32523923,2003,AU,OTHER,2,0.7617,0.0,cross:fMRI|anaesthesia depth,C,pre2010,0,34756023,2,1
94260399,2023,US,US,2,0.7617,0.6875,cross:transcranial current|anaesthesia depth,C,2020+,0,52015325,2,0
86335186,2022,WO,WO,2,0.7617,0.707,cross:fNIRS|anaesthesia depth,C,2020+,0,92822164,2,0
34756023,2003,CN,CN,1,0.7617,0.6973,cross:retinal prosthesis|anaesthesia depth,C,pre2010,0,34493888,0,0
52015325,2010,US,US,1,0.7617,0.6875,cross:peripheral nerve recording|anaesthesia depth,C,2010s,0,92382558,2,0
92822164,2024,CN,CN,1,0.7617,0.6875,cross:transcranial current|attention monitoring,C,2020+,0,81713684,2,0
34493888,,ES,OTHER,1,0.7617,0.6914,cross:transcranial current|anaesthesia depth,C,unknown,0,91050153,0,0
92382558,2024,CN,CN,1,0.7617,0.0,cross:in-ear EEG|anaesthesia depth,C,2020+,0,34272618,2,0
81713684,2022,CN,CN,1,0.7617,0.7305,cross:MEG|attention monitoring,C,2020+,0,34841597,2,1
91050153,2024,CN,CN,1,0.7617,0.6973,cross:scalp EEG electrodes|attention monitoring,C,2020+,0,74868858,0,0
34272618,2004,US,US,3,0.7617,0.7266,cross:in-ear EEG|epilepsy,C,pre2010,0,77499462,,
34841597,2005,US,US,1,0.7617,0.7246,cross:peripheral nerve stimulation|anaesthesia depth,C,pre2010,0,22268807,2,0
74868858,2019,US,US,2,0.7617,0.6875,cross:MEG|prosthesis control,C,2010s,0,73736838,2,0
77499462,2020,KR,KR,1,0.7617,0.7012,cross:transcranial current|anaesthesia depth,C,2020+,1,95077469,2,1
22268807,1970,US,US,1,0.7617,0.6777,cross:scalp EEG electrodes|attention monitoring,C,pre2010,0,25398639,,
73736838,2020,CN,CN,1,0.7617,0.6855,cross:in-ear EEG|attention monitoring,C,2020+,0,56031542,0,0
95077469,2024,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|attention monitoring,C,2020+,1,58562100,2,1
25398639,1986,US,US,1,0.7617,0.6992,cross:scalp EEG electrodes|speech communication,C,pre2010,0,79739212,,
56031542,2016,CN,CN,1,0.7617,0.6836,cross:scalp EEG electrodes|attention monitoring,C,2010s,0,12481548,2,0
58562100,2016,US,US,1,0.7617,0.7031,cross:optogenetic|anaesthesia depth,C,2010s,0,15924916,2,1
79739212,2021,CN,CN,1,0.7617,0.6992,cross:scalp EEG electrodes|attention monitoring,C,2020+,1,46005079,2,1
12481548,1994,JP,JP,1,0.7617,0.6797,application:prosthesis control,C,pre2010,0,48629989,,
15924916,1999,JP,JP,1,0.7617,0.0,application:prosthesis control,C,pre2010,0,50188543,0,0
46005079,2010,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2010s,0,55816001,,
48629989,2013,CN,CN,1,0.7617,0.7031,application:prosthesis control,C,2010s,0,56555707,2,0
50188543,2012,US,US,1,0.7617,0.0,application:prosthesis control,C,2010s,0,57248217,,
55816001,2016,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2010s,0,58911790,0,0
56555707,2016,CN,CN,9,0.7617,0.0,application:prosthesis control,C,2010s,0,63166765,,
57248217,2015,KR,KR,8,0.7617,0.0,application:prosthesis control,C,2010s,0,66453513,0,0
58911790,2017,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2010s,0,74922580,,
63166765,2017,US,US,1,0.7617,0.0,application:prosthesis control,C,2010s,0,76329695,0,0
66453513,2019,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2010s,0,77802918,,
74922580,2020,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,82026069,,
76329695,2020,EP,EP,4,0.7617,0.0,application:prosthesis control,C,2020+,0,86512911,0,0
77802918,2021,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,87083842,0,0
82026069,2021,CN,CN,1,0.7617,0.6699,application:prosthesis control,C,2020+,0,89500057,2,1
86512911,2023,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,90847368,0,0
87083842,2023,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,91196641,,
89500057,2023,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,94182833,,
90847368,2024,CN,CN,1,0.7617,0.0,application:prosthesis control,C,2020+,0,95001856,,
91196641,2023,WO,WO,1,0.7617,0.0,application:prosthesis control,C,2020+,0,20043819,,
94182833,2024,CN,CN,1,0.7617,0.666,application:prosthesis control,C,2020+,1,56128160,2,1
95001856,2025,CN,CN,1,0.7617,0.666,application:prosthesis control,C,2020+,0,73784273,,
20043819,1988,PL,OTHER,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,pre2010,0,76839533,,
56128160,2016,US,US,2,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2010s,0,87866529,,
73784273,2020,CN,CN,1,0.7617,0.6953,cross:transcranial magnetic|prosthesis control,C,2020+,1,94593534,0,0
76839533,2020,CN,CN,1,0.7617,0.0,cross:deep brain stimulation|prosthesis control,C,2020+,0,95740170,2,1
87866529,2023,CN,CN,2,0.7617,0.6875,cross:transcranial magnetic|prosthesis control,C,2020+,0,68507239,2,0
94593534,2024,CN,CN,1,0.7617,0.0,cross:dry electrode headset|prosthesis control,C,2020+,0,72983542,0,0
95740170,2025,CN,CN,1,0.7617,0.0,cross:spinal cord stimulation|prosthesis control,C,2020+,1,46601180,,
68507239,2019,CN,CN,1,0.7617,0.0,cross:peripheral nerve recording|prosthesis control,C,2010s,0,59991460,2,1
72983542,2020,CN,CN,2,0.7617,0.0,cross:scalp EEG electrodes|prosthesis control,C,2020+,0,64593413,0,1
46601180,2011,US,US,3,0.7617,0.6855,cross:vagus nerve|prosthesis control,C,2010s,0,65675278,0,0
59991460,2017,CN,CN,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2010s,0,66865556,0,0
64593413,2018,CN,CN,1,0.7617,0.0,cross:spinal cord stimulation|prosthesis control,C,2010s,1,90770331,0,0
65675278,2018,CN,CN,1,0.7617,0.0,cross:spinal cord stimulation|prosthesis control,C,2010s,0,65811906,2,0
66865556,2019,CN,CN,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2010s,0,76209202,0,0
90770331,2024,CN,CN,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2020+,0,60702486,0,0
65811906,2012,US,US,1,0.7617,0.0,cross:MEG|prosthesis control,C,2010s,0,73205458,0,0
76209202,2020,JO,OTHER,22,0.7617,0.668,cross:MEG|prosthesis control,C,2020+,0,77666543,2,0
60702486,2017,US,US,7,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2010s,0,87932982,,
73205458,2020,CN,CN,2,0.7617,0.7109,cross:transcranial current|prosthesis control,C,2020+,1,88920142,2,1
77666543,2020,TR,OTHER,2,0.7617,0.0,cross:spinal cord stimulation|prosthesis control,C,2020+,0,91140965,,
87932982,2022,US,US,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2020+,0,91580621,0,0
88920142,2023,WO,WO,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2020+,0,91621480,0,0
91140965,2022,CN,CN,2,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2020+,0,47730891,,
91580621,2024,CN,CN,1,0.7617,0.0,cross:transcranial current|prosthesis control,C,2020+,0,56232308,0,0
91621480,2023,UA,OTHER,1,0.7617,0.0,cross:retinal prosthesis|prosthesis control,C,2020+,0,58186438,2,1
47730891,2012,CN,CN,1,0.7617,0.6914,cross:scalp EEG electrodes|prosthesis control,C,2010s,0,65433958,0,0
56232308,2016,CN,CN,1,0.7617,0.0,cross:scalp EEG electrodes|prosthesis control,C,2010s,0,68125638,0,0
58186438,2015,CN,CN,3,0.7617,0.6895,cross:scalp EEG electrodes|prosthesis control,C,2010s,0,79460161,,
65433958,2018,WO,WO,5,0.7617,0.668,cross:scalp EEG electrodes|prosthesis control,C,2010s,0,50739830,0,0
